,output_file,content,restriction,sub_content
281,１,汽车（含各类轿车、载货车、客车、改装车）及摩托车整车（中方控股或占主导地位）,中方控股或占主导地位,汽车（含各类轿车、载货车、客车、改装车）及摩托车整车
282,２,汽车、摩托车发动机（中方控股或占主导地位）,中方控股或占主导地位,汽车、摩托车发动机
283,３,汽车用空调压缩机、电子控制燃油喷射系统、电子控制制动防抱死系统、安全气囊及其它汽车电子设备系统、电机、铝散热器制造,,汽车用空调压缩机、电子控制燃油喷射系统、电子控制制动防抱死系统、安全气囊及其它汽车电子设备系统、电机、铝散热器制造
284,４,旧汽车、摩托车及其发动机翻新、拆解（改装）,,旧汽车、摩托车及其发动机翻新、拆解（改装）
285,５,火电设备：１０万千瓦及以上机组（发电机、汽轮机、锅炉、辅机和控制装置）、燃气轮机联合循环发电设备、循环流化床锅炉、煤气化联合循环技术及装备（ＩＧＣＣ）、增压流化床（ＰＦＢＣ）、脱硫及脱硝设备制造（不允许外商独资）,,火电设备：１０万千瓦及以上机组（发电机、汽轮机、锅炉、辅机和控制装置）、燃气轮机联合循环发电设备、循环流化床锅炉、煤气化联合循环技术及装备（ＩＧＣＣ）、增压流化床（ＰＦＢＣ）、脱硫及脱硝设备制造（不允许外商独资）
286,６,水电设备：转轮直径５米及以上水电机组（含水电辅机和控制装置）、５万千瓦及以上大型抽水蓄能机组、１万千瓦及以上大型贯流式机组制造（不允许外商独资）,,水电设备：转轮直径５米及以上水电机组（含水电辅机和控制装置）、５万千瓦及以上大型抽水蓄能机组、１万千瓦及以上大型贯流式机组制造（不允许外商独资）
287,７,核电机组：６０万千瓦及以上机组制造（不允许外商独资）,,核电机组：６０万千瓦及以上机组制造（不允许外商独资）
288,８,输变电设备：２２０千伏及以上大型变压器、高压开关、互感器、电缆设备制造（不允许外商独资）,,输变电设备：２２０千伏及以上大型变压器、高压开关、互感器、电缆设备制造（不允许外商独资）
289,９,３２０马力以下履带式推土机、３立方米以下轮式装载机、５０吨以下汽车起重机（不允许外商独资）,,３２０马力以下履带式推土机、３立方米以下轮式装载机、５０吨以下汽车起重机（不允许外商独资）
290,１０,薄板连铸机制造,,薄板连铸机制造
291,１１,复印机、照相机,,复印机、照相机
292,（九 ),电子工业,,电子工业
293,１,彩色电视机（含投影电视机）、彩色显像管及玻壳,,彩色电视机（含投影电视机）、彩色显像管及玻壳
294,２,摄像机（含摄录一体机）,,摄像机（含摄录一体机）
295,３,录像机、录像机磁头、磁鼓、机芯,,录像机、录像机磁头、磁鼓、机芯
296,４,模拟移动通信系统（蜂窝、集群、无线寻呼、无线电话）,,模拟移动通信系统（蜂窝、集群、无线寻呼、无线电话）
297,５,卫星导航定位接受设备及关键部件（不允许外商独资）,,卫星导航定位接受设备及关键部件（不允许外商独资）
298,６,稀路由卫星通信（ＶＳＡＴ）系统设备制造,,稀路由卫星通信（ＶＳＡＴ）系统设备制造
299,７,２５千兆比／秒（２５ＧＢ／Ｓ）以下光同步数字系列、１４４兆比／秒（１４４ＭＢ／Ｓ）及以下微波通信系统设备制造,,２５千兆比／秒（２５ＧＢ／Ｓ）以下光同步数字系列、１４４兆比／秒（１４４ＭＢ／Ｓ）及以下微波通信系统设备制造
300,（十 ),建筑材料、设备及其它非金属矿制品业,,建筑材料、设备及其它非金属矿制品业
301,１,金刚石及其它天然宝石等贵重非金属矿的勘查、开采及加工（不允许外商独资）,,金刚石及其它天然宝石等贵重非金属矿的勘查、开采及加工（不允许外商独资）
302,（十一 ),医药工业,,医药工业
303,１,中药材、中成药半成品及制成品（中药饮片传统炮制工艺技术除外）,,中药材、中成药半成品及制成品（中药饮片传统炮制工艺技术除外）
304,２,毒品前体：麻黄碱、伪麻黄碱、麦角新碱、麦角胺、麦角酸等,,毒品前体：麻黄碱、伪麻黄碱、麦角新碱、麦角胺、麦角酸等
305,３,青霉素Ｇ,,青霉素Ｇ
306,４,成瘾性麻醉药品及精神药品的生产（中方控股或占主导地位）,中方控股或占主导地位,成瘾性麻醉药品及精神药品的生产
307,５,高技术的疫苗生产（艾滋病疫苗、丙肝疫苗、避孕疫苗等，中方控股或占主导地位）,艾滋病疫苗、丙肝疫苗、避孕疫苗等，中方控股或占主导地位,高技术的疫苗生产
308,６,国家计划免疫的疫苗、菌苗类及抗毒素、类毒素类（卡介苗、脊髓灰质炎、白百破、麻疹、乙脑、流脑疫苗等）的生产,,国家计划免疫的疫苗、菌苗类及抗毒素、类毒素类（卡介苗、脊髓灰质炎、白百破、麻疹、乙脑、流脑疫苗等）的生产
309,７,维生素Ｃ生产,,维生素Ｃ生产
310,８,血液制品的生产,,血液制品的生产
311,（十二 ),医疗器械制造业,,医疗器械制造业
312,１,一次性注射器、输液器、输血器及血袋,,一次性注射器、输液器、输血器及血袋
313,２,Ｘ射线计算机体层摄影装置（ＣＴ）、磁共振成像装置（ＭＲＩ）及医用加速器等大型医疗设备制造,,Ｘ射线计算机体层摄影装置（ＣＴ）、磁共振成像装置（ＭＲＩ）及医用加速器等大型医疗设备制造
314,（十三 ),船舶工业（中方控股或占主导地位,,船舶工业（中方控股或占主导地位
315,１,特种船、高性能和３５万吨及以上船舶的修理、设计与制造,,特种船、高性能和３５万吨及以上船舶的修理、设计与制造
316,２,船舶柴油机、辅机、无线通讯、导航设备及配件设计与制造,,船舶柴油机、辅机、无线通讯、导航设备及配件设计与制造
317,（十四 ),内外贸、旅游、房地产及服务业（不允许外商独资,,内外贸、旅游、房地产及服务业（不允许外商独资
318,１,国内商业（中方控股或占主导地位）,中方控股或占主导地位,国内商业
319,２,对外贸易（中方控股或占主导地位）,中方控股或占主导地位,对外贸易
320,３,旅行社,,旅行社
321,４,合作办学（基础教育除外）,,合作办学（基础教育除外）
322,５,医疗机构（中方控股或占主导地位）,中方控股或占主导地位,医疗机构
323,６,会计、审计、法律咨询服务，经纪人公司,,会计、审计、法律咨询服务，经纪人公司
324,７,代理业务（船舶、货运、期货、销售、广告等）,,代理业务（船舶、货运、期货、销售、广告等）
325,８,高档宾馆、别墅、高档写字楼、国际会展中心,,高档宾馆、别墅、高档写字楼、国际会展中心
326,９,高尔夫球场,,高尔夫球场
327,１０,土地成片开发,,土地成片开发
328,１１,大型旅游、文化、娱乐公园及人造景观,,大型旅游、文化、娱乐公园及人造景观
329,１２,国家级旅游区建设、经营,,国家级旅游区建设、经营
330,（十五 ),金融及相关行业,,金融及相关行业
331,１,银行、财务公司、信托投资公司,,银行、财务公司、信托投资公司
332,２,保险公司、保险经纪人及代理人公司,,保险公司、保险经纪人及代理人公司
333,３,证券公司、投资银行、商人银行、基金管理公司,,证券公司、投资银行、商人银行、基金管理公司
334,４,金融租赁,,金融租赁
335,５,外汇经纪,,外汇经纪
336,６,金融、保险、外汇咨询,,金融、保险、外汇咨询
337,７,金银、珠宝、首饰生产、加工、批发和销售,,金银、珠宝、首饰生产、加工、批发和销售
338,（十六 ),其他,,其他
339,１,印刷、出版发行业务（中方控股或占主导地位）,中方控股或占主导地位,印刷、出版发行业务
340,２,进出口商品检验、鉴定、认证业务（不允许外商独资）,,进出口商品检验、鉴定、认证业务（不允许外商独资）
341,３,音像制品制作、出版、发行，电子出版物（中方控股或占主导地位）,中方控股或占主导地位,音像制品制作、出版、发行，电子出版物
342,（十七 ),国家和我国缔结或者参加的国际条约规定限制的其他产业,,国家和我国缔结或者参加的国际条约规定限制的其他产业
343,,,,
344,（一 ),农、林、牧、渔业及相关工业,,农、林、牧、渔业及相关工业
345,１,国家保护的野生动植物资源,,国家保护的野生动植物资源
346,２,我国稀有的珍贵优良品种（包括种植业、畜牧业、水产业的优良基因）,,我国稀有的珍贵优良品种（包括种植业、畜牧业、水产业的优良基因）
347,３,动植物的自然保护区建设,,动植物的自然保护区建设
348,４,绿茶及特种茶（名茶、黑茶等）加工,,绿茶及特种茶（名茶、黑茶等）加工
349,（二 ),轻工业,,轻工业
350,１,象牙雕刻、虎骨加工,,象牙雕刻、虎骨加工
351,２,手工地毯,,手工地毯
352,３,脱胎漆器,,脱胎漆器
353,４,琅玳制品,,琅玳制品
354,５,青花玲珑瓷,,青花玲珑瓷
355,６,宣纸、墨锭,,宣纸、墨锭
356,（三 ),电力工业及城市公用事业,,电力工业及城市公用事业
357,１,电网的建设、经营,,电网的建设、经营
358,２,城市供排水、煤气、热力管网的建设、经营,,城市供排水、煤气、热力管网的建设、经营
359,（四 ),矿业采选及加工业,,矿业采选及加工业
360,１,放射性矿产的开采、选矿、冶炼及加工,,放射性矿产的开采、选矿、冶炼及加工
361,（五 ),石油、石油化工及化学工业,,石油、石油化工及化学工业
362,１,硼镁石开采及加工,,硼镁石开采及加工
363,２,夭青石开采及加工,,夭青石开采及加工
364,（六 ),医药工业,,医药工业
365,１,列入国家保护资源的中药材（麝香、甘草等）,,列入国家保护资源的中药材（麝香、甘草等）
366,２,传统的中药饮片炮制技术及中成药秘方产品,,传统的中药饮片炮制技术及中成药秘方产品
367,（七 ),交通运输、邮电通信业,,交通运输、邮电通信业
368,１,邮政、电信业务的经营管理,,邮政、电信业务的经营管理
369,２,空中交通管制,,空中交通管制
370,（八 ),贸易金融业,,贸易金融业
371,１,商品期货，金融期货等衍生金融业务,,商品期货，金融期货等衍生金融业务
372,（九 ),广播影视业,,广播影视业
373,１,各级广播电台（站）、电视台（网）、发射、转播台（站）,,各级广播电台（站）、电视台（网）、发射、转播台（站）
374,２,广播电视节目制作、出版、发行及播放,,广播电视节目制作、出版、发行及播放
375,３,电影制片、发行、放映,,电影制片、发行、放映
376,４,录像放映,,录像放映
377,（十 ),新闻业,,新闻业
378,（十一 ),武器生产业,,武器生产业
379,（十二 ),其他,,其他
380,１,危害军事设施安全和使用效能的项目,,危害军事设施安全和使用效能的项目
381,２,致癌、致畸、致突变原料及加工,,致癌、致畸、致突变原料及加工
382,３,跑马场、赌博,,跑马场、赌博
383,４,色情服务,,色情服务
384,（十三 ),国家和我国缔结或者参加的国际条约规定禁止的其他产业,,国家和我国缔结或者参加的国际条约规定禁止的其他产业
