,output_file,content,restriction,sub_content
273,7,25千兆比／秒（25ＧＢ／Ｓ）以下光同步数字系列、144兆比／秒（144ＭＢ／Ｓ）及以下微波通信系统设备制造,,25千兆比／秒（25ＧＢ／Ｓ）以下光同步数字系列、144兆比／秒（144ＭＢ／Ｓ）及以下微波通信系统设备制造
274,（十 ),建筑材料、设备及其它非金属矿制品业,,建筑材料、设备及其它非金属矿制品业
275,1,金刚石及其它天然宝石等贵重非金属矿的勘查、开采及加工（不允许外商独资）,不允许外商独资,金刚石及其它天然宝石等贵重非金属矿的勘查、开采及加工
276,（十一 ),医药工业,,医药工业
277,1,中药材、中成药半成品及制成品（中药饮片传统炮制工艺技术除外）,,中药材、中成药半成品及制成品（中药饮片传统炮制工艺技术除外）
278,2,毒品前体：麻黄碱、伪麻黄碱、麦角新碱、麦角胺、麦角酸等,,毒品前体：麻黄碱、伪麻黄碱、麦角新碱、麦角胺、麦角酸等
279,3,青霉素Ｇ,,青霉素Ｇ
280,4,成瘾性麻醉药品及精神药品的生产（中方控股或占主导地位）,中方控股或占主导地位,成瘾性麻醉药品及精神药品的生产
281,5,高技术的疫苗生产（艾滋病疫苗、丙肝疫苗、避孕疫苗等，中方控股或占主导地位）,艾滋病疫苗、丙肝疫苗、避孕疫苗等，中方控股或占主导地位,高技术的疫苗生产
282,6,国家计划免疫的疫苗、菌苗类及抗毒素、类毒素类（卡介苗、脊髓灰质炎、白百破、麻疹、乙脑、流脑疫苗等）的生产,,国家计划免疫的疫苗、菌苗类及抗毒素、类毒素类（卡介苗、脊髓灰质炎、白百破、麻疹、乙脑、流脑疫苗等）的生产
283,7,维生素Ｃ生产,,维生素Ｃ生产
284,8,血液制品的生产,,血液制品的生产
285,（十二 ),医疗器械制造业,,医疗器械制造业
286,1,一次性注射器、输液器、输血器及血袋,,一次性注射器、输液器、输血器及血袋
287,2,Ｘ射线计算机体层摄影装置（ＣＴ）、磁共振成像装置（ＭＲＩ）及医用加速器等大型医疗设备制造,,Ｘ射线计算机体层摄影装置（ＣＴ）、磁共振成像装置（ＭＲＩ）及医用加速器等大型医疗设备制造
288,（十三 ),船舶工业（中方控股或占主导地位,,船舶工业（中方控股或占主导地位
289,1,特种船、高性能和35万吨及以上船舶的修理、设计与制造,,特种船、高性能和35万吨及以上船舶的修理、设计与制造
290,2,船舶柴油机、辅机、无线通讯、导航设备及配件设计与制造,,船舶柴油机、辅机、无线通讯、导航设备及配件设计与制造
291,三、,制造业,,制造业
292,（二 ),轻工业,,轻工业
293,1,象牙雕刻、虎骨加工,,象牙雕刻、虎骨加工
294,2,手工地毯,,手工地毯
295,3,脱胎漆器,,脱胎漆器
296,4,琅玳制品,,琅玳制品
297,5,青花玲珑瓷,,青花玲珑瓷
298,6,宣纸、墨锭,,宣纸、墨锭
