,output_file,content,restriction,sub_content
249,1,斜交轮胎、旧轮胎翻新（子午线轮胎除外）及低性能工业橡胶配件生产,,斜交轮胎、旧轮胎翻新（子午线轮胎除外）及低性能工业橡胶配件生产
250,（十 ),有色金属冶炼及压延加工业,,有色金属冶炼及压延加工业
251,1,稀土冶炼、分离（限于合资、合作）,限于合资、合作,稀土冶炼、分离
252,（十一 ),普通机械制造业 ,,普通机械制造业 
253,1,集装箱生产,,集装箱生产
254,2,中小型普通轴承制造,,中小型普通轴承制造
255,3,50吨以下汽车起重机制造（限于合资、合作）,限于合资、合作,50吨以下汽车起重机制造
256,（十二 ),专用设备制造业,,专用设备制造业
257,1,中低档B型超声显像仪制造,,中低档B型超声显像仪制造
258,2,一般涤纶长丝、短纤维设备制造,,一般涤纶长丝、短纤维设备制造
259,3,320马力以下履带式推土机、3立方米以下轮式装载机制造（限于合资、合作）,限于合资、合作,320马力以下履带式推土机、3立方米以下轮式装载机制造
260,（十三 ）,电子及通信设备制造业,,
261,1,卫星电视接收机及关键件生产,,卫星电视接收机及关键件生产
262,三、,制造业,,制造业
263,（一 ),食品加工业,,食品加工业
264,1, 我国传统工艺的绿茶及特种茶加工（名茶、黑茶等）,, 我国传统工艺的绿茶及特种茶加工（名茶、黑茶等）
265,（二 ),医药制造业,,医药制造业
266,1,列入国家保护资源的中药材加工（麝香、甘草、黄麻草等）,,列入国家保护资源的中药材加工（麝香、甘草、黄麻草等）
267,2,传统中药饮片炮制技术的应用及中成药秘方产品的生产,,传统中药饮片炮制技术的应用及中成药秘方产品的生产
268,（三 ),有色金属冶炼及压延加工业,,有色金属冶炼及压延加工业
269,1,放射性矿产的冶炼、加工,,放射性矿产的冶炼、加工
270,（四 ),武器弹药制造业,,武器弹药制造业
271,（五 ),其他制造业,,其他制造业
272,1,象牙雕刻,,象牙雕刻
273,2,虎骨加工,,虎骨加工
274,3,脱胎漆器生产,,脱胎漆器生产
275,4,珐琅制品生产,,珐琅制品生产
276,5,宣纸、墨锭生产,,宣纸、墨锭生产
277,6,致癌、致畸、致突变产品和持久性有机污染物产品生产,,致癌、致畸、致突变产品和持久性有机污染物产品生产
