,output_file,content,restriction,sub_content
148,19,汽车车身外覆盖件冲压模具，汽车仪表板、保险杠等大型注塑模具，汽车及摩托车夹具、检具设计与制造,,汽车车身外覆盖件冲压模具，汽车仪表板、保险杠等大型注塑模具，汽车及摩托车夹具、检具设计与制造
149,20,汽车动力电池专用生产设备的设计与制造,,汽车动力电池专用生产设备的设计与制造
150,21,精密模具（冲压模具精度高于0.02毫米、型腔模具精度高于0.05毫米）设计与制造,,精密模具（冲压模具精度高于0.02毫米、型腔模具精度高于0.05毫米）设计与制造
151,22,非金属制品模具设计与制造,,非金属制品模具设计与制造
152,23,6万瓶/小时及以上啤酒灌装设备、5万瓶/小时及以上饮料中温及热灌装设备、3.6万瓶/小时及以上无菌灌装设备制造,,6万瓶/小时及以上啤酒灌装设备、5万瓶/小时及以上饮料中温及热灌装设备、3.6万瓶/小时及以上无菌灌装设备制造
153,24,氨基酸、酶制剂、食品添加剂等生产技术及关键设备制造,,氨基酸、酶制剂、食品添加剂等生产技术及关键设备制造
154,25,10吨/小时及以上的饲料加工成套设备及关键部件制造,,10吨/小时及以上的饲料加工成套设备及关键部件制造
155,26,楞高0.75毫米及以下的轻型瓦楞纸板及纸箱设备制造,,楞高0.75毫米及以下的轻型瓦楞纸板及纸箱设备制造
156,27,单张纸多色胶印机（幅宽≥750毫米，印刷速度：单面多色≥16000张/小时，双面多色≥13000张/小时）制造,,单张纸多色胶印机（幅宽≥750毫米，印刷速度：单面多色≥16000张/小时，双面多色≥13000张/小时）制造
157,28,单幅单纸路卷筒纸平版印刷机印刷速度大于75000对开张/小时（787×880毫米）、双幅单纸路卷筒纸平版印刷机印刷速度大于170000对开张/小时（787×880毫米）、商业卷筒纸平版印刷机印刷速度大于50000对开张/小时（787×880毫米）制造,,单幅单纸路卷筒纸平版印刷机印刷速度大于75000对开张/小时（787×880毫米）、双幅单纸路卷筒纸平版印刷机印刷速度大于170000对开张/小时（787×880毫米）、商业卷筒纸平版印刷机印刷速度大于50000对开张/小时（787×880毫米）制造
158,29,多色宽幅柔性版印刷机（印刷宽度≥1300毫米，印刷速度≥350米/秒），喷墨数字印刷机（出版用：印刷速度≥150米/分，分辨率≥600dpi；包装用：印刷速度≥30米/分，分辨率≥1000dpi；可变数据用：印刷速度≥100米/分，分辨率≥300dpi）制造,,多色宽幅柔性版印刷机（印刷宽度≥1300毫米，印刷速度≥350米/秒），喷墨数字印刷机（出版用：印刷速度≥150米/分，分辨率≥600dpi；包装用：印刷速度≥30米/分，分辨率≥1000dpi；可变数据用：印刷速度≥100米/分，分辨率≥300dpi）制造
159,30,计算机墨色预调、墨色遥控、水墨速度跟踪、印品质量自动检测和跟踪系统、无轴传动技术、速度在75000张/小时的高速自动接纸机、给纸机和可以自动遥控调节的高速折页机、自动套印系统、冷却装置、加硅系统、调偏装置等制造,,计算机墨色预调、墨色遥控、水墨速度跟踪、印品质量自动检测和跟踪系统、无轴传动技术、速度在75000张/小时的高速自动接纸机、给纸机和可以自动遥控调节的高速折页机、自动套印系统、冷却装置、加硅系统、调偏装置等制造
160,31,电子枪自动镀膜机制造,,电子枪自动镀膜机制造
161,32,平板玻璃深加工技术及设备制造,,平板玻璃深加工技术及设备制造
162,33,新型造纸机械（含纸浆）等成套设备制造,,新型造纸机械（含纸浆）等成套设备制造
163,34,皮革后整饰新技术设备制造,,皮革后整饰新技术设备制造
164,35,农产品加工及储藏新设备开发与制造：粮食、油料、蔬菜、干鲜果品、肉食品、水产品等产品的加工储藏、保鲜、分级、包装、干燥等新设备，农产品品质检测仪器设备，农产品品质无损伤检测仪器设备，流变仪，粉质仪，超微粉碎设备，高效脱水设备，五效以上高效果汁浓缩设备，粉体食品物料杀菌设备，固态及半固态食品无菌包装设备，碟片式分离离心机,,农产品加工及储藏新设备开发与制造：粮食、油料、蔬菜、干鲜果品、肉食品、水产品等产品的加工储藏、保鲜、分级、包装、干燥等新设备，农产品品质检测仪器设备，农产品品质无损伤检测仪器设备，流变仪，粉质仪，超微粉碎设备，高效脱水设备，五效以上高效果汁浓缩设备，粉体食品物料杀菌设备，固态及半固态食品无菌包装设备，碟片式分离离心机
165,36,农业机械制造：农业设施设备（温室自动灌溉设备、营养液自动配置与施肥设备、高效蔬菜育苗设备、土壤养分分析仪器），配套发动机功率120千瓦以上拖拉机及配套农具，低油耗低噪音低排放柴油机，大型拖拉机配套的带有残余雾粒回收装置的喷雾机，高性能水稻插秧机，棉花采摘机及棉花采摘台，适应多种行距的自走式玉米联合收割机（液压驱动或机械驱动），油菜籽收获机，甘蔗收割机，甜菜收割机,,农业机械制造：农业设施设备（温室自动灌溉设备、营养液自动配置与施肥设备、高效蔬菜育苗设备、土壤养分分析仪器），配套发动机功率120千瓦以上拖拉机及配套农具，低油耗低噪音低排放柴油机，大型拖拉机配套的带有残余雾粒回收装置的喷雾机，高性能水稻插秧机，棉花采摘机及棉花采摘台，适应多种行距的自走式玉米联合收割机（液压驱动或机械驱动），油菜籽收获机，甘蔗收割机，甜菜收割机
166,37,林业机具新技术设备制造,,林业机具新技术设备制造
167,39,农用废物的资源化利用及规模化畜禽养殖废物的资源化利用设备制造,,农用废物的资源化利用及规模化畜禽养殖废物的资源化利用设备制造
168,40,节肥、节（农）药、节水型农业技术设备制造,,节肥、节（农）药、节水型农业技术设备制造
169,41,机电井清洗设备及清洗药物生产设备制造,,机电井清洗设备及清洗药物生产设备制造
170,42,电子内窥镜制造,,电子内窥镜制造
171,43,眼底摄影机制造,,眼底摄影机制造
172,44,医用成像设备（高场强超导型磁共振成像设备、X线计算机断层成像设备、数字化彩色超声诊断设备等)关键部件的制造,,医用成像设备（高场强超导型磁共振成像设备、X线计算机断层成像设备、数字化彩色超声诊断设备等)关键部件的制造
173,45,医用超声换能器（3D）制造,,医用超声换能器（3D）制造
174,46,硼中子俘获治疗设备制造,,硼中子俘获治疗设备制造
175,47,图像引导适型调强放射治疗系统制造,,图像引导适型调强放射治疗系统制造
176,48,血液透析机、血液过滤机制造,,血液透析机、血液过滤机制造
177,49,全自动酶免系统（含加样、酶标、洗板、孵育、数据后处理等部分功能）设备制造,,全自动酶免系统（含加样、酶标、洗板、孵育、数据后处理等部分功能）设备制造
178,50,药品质量控制新技术、新设备制造,,药品质量控制新技术、新设备制造
179,51,天然药物有效物质分析的新技术、提取的新工艺、新设备开发与制造,,天然药物有效物质分析的新技术、提取的新工艺、新设备开发与制造
180,52,非PVC医用输液袋多层共挤水冷式薄膜吹塑装备制造,,非PVC医用输液袋多层共挤水冷式薄膜吹塑装备制造
181,53,新型纺织机械、关键零部件及纺织检测、实验仪器开发与制造,,新型纺织机械、关键零部件及纺织检测、实验仪器开发与制造
182,54,电脑提花人造毛皮机制造,,电脑提花人造毛皮机制造
183,55,太阳能电池生产专用设备制造,,太阳能电池生产专用设备制造
184,56,大气污染防治设备制造：耐高温及耐腐蚀滤料、低NOx燃烧装置、烟气脱氮催化剂及脱氮成套装置、工业有机废气净化设备、柴油车排气净化装置、含重金属废气处理装置,,大气污染防治设备制造：耐高温及耐腐蚀滤料、低NOx燃烧装置、烟气脱氮催化剂及脱氮成套装置、工业有机废气净化设备、柴油车排气净化装置、含重金属废气处理装置
185,57,水污染防治设备制造：卧式螺旋离心脱水机、膜及膜材料、50kg/h以上的臭氧发生器、10kg/h以上的二氧化氯发生器、紫外消毒装置、农村小型生活污水处理设备、含重金属废水处理装置,,水污染防治设备制造：卧式螺旋离心脱水机、膜及膜材料、50kg/h以上的臭氧发生器、10kg/h以上的二氧化氯发生器、紫外消毒装置、农村小型生活污水处理设备、含重金属废水处理装置
186,58,固体废物处理处置设备制造：污水处理厂污泥处置及资源利用设备、日处理量500吨以上垃圾焚烧成套设备、垃圾填埋渗滤液处理技术装备、垃圾填埋场防渗土工膜、建筑垃圾处理和资源化利用装备、危险废物处理装置、垃圾填埋场沼气发电装置、废钢铁处理设备、污染土壤修复设备,,固体废物处理处置设备制造：污水处理厂污泥处置及资源利用设备、日处理量500吨以上垃圾焚烧成套设备、垃圾填埋渗滤液处理技术装备、垃圾填埋场防渗土工膜、建筑垃圾处理和资源化利用装备、危险废物处理装置、垃圾填埋场沼气发电装置、废钢铁处理设备、污染土壤修复设备
187,59,铝工业赤泥综合利用设备开发与制造,,铝工业赤泥综合利用设备开发与制造
188,60,尾矿综合利用设备制造,,尾矿综合利用设备制造
189,61,废旧塑料、电器、橡胶、电池回收处理再生利用设备制造,,废旧塑料、电器、橡胶、电池回收处理再生利用设备制造
190,62,废旧纺织品回收处理设备制造,,废旧纺织品回收处理设备制造
191,63,废旧机电产品再制造设备制造,,废旧机电产品再制造设备制造
192,64,废旧轮胎综合利用装置制造,,废旧轮胎综合利用装置制造
193,65,水生生态系统的环境保护技术、设备制造,,水生生态系统的环境保护技术、设备制造
194,66,移动式组合净水设备制造,,移动式组合净水设备制造
195,67,非常规水处理、重复利用设备与水质监测仪器,,非常规水处理、重复利用设备与水质监测仪器
196,68,工业水管网和设备（器具）的检漏设备和仪器,,工业水管网和设备（器具）的检漏设备和仪器
197,69,日产10万立方米及以上海水淡化及循环冷却技术和成套设备开发与制造,,日产10万立方米及以上海水淡化及循环冷却技术和成套设备开发与制造
198,70,特种气象观测及分析设备制造,,特种气象观测及分析设备制造
199,71,地震台站、台网和流动地震观测技术系统开发及仪器设备制造,,地震台站、台网和流动地震观测技术系统开发及仪器设备制造
200,72,三鼓及以上子午线轮胎成型机制造,,三鼓及以上子午线轮胎成型机制造
201,73,滚动阻力试验机、轮胎噪音试验室制造,,滚动阻力试验机、轮胎噪音试验室制造
202,74,供热计量、温控装置新技术设备制造,,供热计量、温控装置新技术设备制造
203,75,氢能制备与储运设备及检查系统制造,,氢能制备与储运设备及检查系统制造
204,76,新型重渣油气化雾化喷嘴、漏汽率0.5%及以下高效蒸汽疏水阀、1000℃及以上高温陶瓷换热器制造,,新型重渣油气化雾化喷嘴、漏汽率0.5%及以下高效蒸汽疏水阀、1000℃及以上高温陶瓷换热器制造
205,77,海上溢油回收装置制造,,海上溢油回收装置制造
206,78,低浓度煤矿瓦斯和乏风利用设备制造,,低浓度煤矿瓦斯和乏风利用设备制造
207,（十九）,交通运输设备制造业,,交通运输设备制造业
208,1,汽车发动机制造及发动机研发机构建设：升功率不低于70千瓦的汽油发动机、升功率不低于50千瓦的排量3升以下柴油发动机、升功率不低于40千瓦的排量3升以上柴油发动机、燃料电池和混合燃料等新能源发动机,,汽车发动机制造及发动机研发机构建设：升功率不低于70千瓦的汽油发动机、升功率不低于50千瓦的排量3升以下柴油发动机、升功率不低于40千瓦的排量3升以上柴油发动机、燃料电池和混合燃料等新能源发动机
209,2,汽车关键零部件制造及关键技术研发：双离合器变速器（DCT）、电控机械变速器（AMT）、汽油发动机涡轮增压器、粘性连轴器（四轮驱动用）、自动变速器执行器(电磁阀)、液力缓速器、电涡流缓速器、汽车安全气囊用气体发生器、燃油共轨喷射技术（最大喷射压力大于2000帕）、可变截面涡轮增压技术（VGT）、可变喷嘴涡轮增压技术（VNT）、达到中国Ⅴ阶段污染物排放标准的发动机排放控制装置、智能扭矩管理系统（ITM）及耦合器总成、线控转向系统、柴油机颗粒捕捉器、低地板大型客车专用车桥、吸能式转向系统、大中型客车变频空调系统、汽车用特种橡胶配件，以及上述零部件的关键零件、部件,,汽车关键零部件制造及关键技术研发：双离合器变速器（DCT）、电控机械变速器（AMT）、汽油发动机涡轮增压器、粘性连轴器（四轮驱动用）、自动变速器执行器(电磁阀)、液力缓速器、电涡流缓速器、汽车安全气囊用气体发生器、燃油共轨喷射技术（最大喷射压力大于2000帕）、可变截面涡轮增压技术（VGT）、可变喷嘴涡轮增压技术（VNT）、达到中国Ⅴ阶段污染物排放标准的发动机排放控制装置、智能扭矩管理系统（ITM）及耦合器总成、线控转向系统、柴油机颗粒捕捉器、低地板大型客车专用车桥、吸能式转向系统、大中型客车变频空调系统、汽车用特种橡胶配件，以及上述零部件的关键零件、部件
210,3,汽车电子装置制造与研发：发动机和底盘电子控制系统及关键零部件，车载电子技术（汽车信息系统和导航系统），汽车电子总线网络技术（限于合资），电子控制系统的输入（传感器和采样系统）输出（执行器）部件，电动助力转向系统电子控制器（限于合资），嵌入式电子集成系统（限于合资、合作）、电控式空气弹簧，电子控制式悬挂系统，电子气门系统装置，电子组合仪表，ABS/TCS/ESP系统，电路制动系统（BBW），变速器电控单元（TCU），轮胎气压监测系统（TPMS），车载故障诊断仪（OBD），发动机防盗系统，自动避撞系统，汽车、摩托车型试验及维修用检测系统,限于合资 限于合资 限于合资、合作,汽车电子装置制造与研发：发动机和底盘电子控制系统及关键零部件，车载电子技术（汽车信息系统和导航系统），汽车电子总线网络技术，电子控制系统的输入（传感器和采样系统）输出（执行器）部件，电动助力转向系统电子控制器，嵌入式电子集成系统、电控式空气弹簧，电子控制式悬挂系统，电子气门系统装置，电子组合仪表，ABS/TCS/ESP系统，电路制动系统（BBW），变速器电控单元（TCU），轮胎气压监测系统（TPMS），车载故障诊断仪（OBD），发动机防盗系统，自动避撞系统，汽车、摩托车型试验及维修用检测系统
211,4,新能源汽车关键零部件制造：能量型动力电池（能量密度≥110Wh/kg，循环寿命≥2000次，外资比例不超过50%)，电池正极材料（比容量≥150mAh/g，循环寿命2000次不低于初始放电容量的80%），电池隔膜（厚度15-40μm，孔隙率40%-60%）；电池管理系统，电机管理系统，电动汽车电控集成；电动汽车驱动电机（峰值功率密度≥2.5kW/kg，高效区：65%工作区效率≥80%），车用DC/DC（输入电压100V-400V），大功率电子器件（IGBT，电压等级≥600V，电流≥300A）；插电式混合动力机电耦合驱动系统,能量密度≥110Wh/kg，循环寿命≥2000次，外资比例不超过50%,新能源汽车关键零部件制造：能量型动力电池（能量密度≥110Wh/kg，循环寿命≥2000次，外资比例不超过50%)，电池正极材料（比容量≥150mAh/g，循环寿命2000次不低于初始放电容量的80%），电池隔膜（厚度15-40μm，孔隙率40%-60%）；电池管理系统，电机管理系统，电动汽车电控集成；电动汽车驱动电机（峰值功率密度≥2.5kW/kg，高效区：65%工作区效率≥80%），车用DC/DC（输入电压100V-400V），大功率电子器件（IGBT，电压等级≥600V，电流≥300A）；插电式混合动力机电耦合驱动系统
212,5,大排量（排量＞250ml）摩托车关键零部件制造：摩托车电控燃油喷射技术（限于合资、合作）、达到中国摩托车Ⅲ阶段污染物排放标准的发动机排放控制装置,限于合资、合作,大排量（排量＞250ml）摩托车关键零部件制造：摩托车电控燃油喷射技术、达到中国摩托车Ⅲ阶段污染物排放标准的发动机排放控制装置
213,6,轨道交通运输设备（限于合资、合作）：高速铁路、铁路客运专线、城际铁路、干线铁路及城市轨道交通运输设备的整车和关键零部件（牵引传动系统、控制系统、制动系统）的研发、设计与制造；高速铁路、铁路客运专线、城际铁路及城市轨道交通乘客服务设施和设备的研发、设计与制造，信息化建设中有关信息系统的设计与研发；高速铁路、铁路客运专线、城际铁路的轨道和桥梁设备研发、设计与制造，轨道交通运输通信信号系统的研发、设计与制造，电气化铁路设备和器材制造、铁路噪声和振动控制技术与研发、铁路客车排污设备制造、铁路运输安全监测设备制造,限于合资、合作,轨道交通运输设备：高速铁路、铁路客运专线、城际铁路、干线铁路及城市轨道交通运输设备的整车和关键零部件（牵引传动系统、控制系统、制动系统）的研发、设计与制造；高速铁路、铁路客运专线、城际铁路及城市轨道交通乘客服务设施和设备的研发、设计与制造，信息化建设中有关信息系统的设计与研发；高速铁路、铁路客运专线、城际铁路的轨道和桥梁设备研发、设计与制造，轨道交通运输通信信号系统的研发、设计与制造，电气化铁路设备和器材制造、铁路噪声和振动控制技术与研发、铁路客车排污设备制造、铁路运输安全监测设备制造
214,7,民用飞机设计、制造与维修：干线、支线飞机（中方控股），通用飞机（限于合资、合作）,中方控股 限于合资、合作,民用飞机设计、制造与维修：干线、支线飞机，通用飞机
215,8,民用飞机零部件制造与维修,,民用飞机零部件制造与维修
216,9,民用直升机设计与制造：3吨级及以上（中方控股），3吨级以下（限于合资、合作）,中方控股 限于合资、合作,民用直升机设计与制造：3吨级及以上，3吨级以下
217,10,民用直升机零部件制造,,民用直升机零部件制造
218,11,地面、水面效应飞机制造（中方控股）,中方控股,地面、水面效应飞机制造
219,12,无人机、浮空器设计与制造（中方控股）,中方控股,无人机、浮空器设计与制造
220,13,航空发动机及零部件、航空辅助动力系统设计、制造与维修（限于合资、合作）,限于合资、合作,航空发动机及零部件、航空辅助动力系统设计、制造与维修
221,14,民用航空机载设备设计与制造（限于合资、合作）,限于合资、合作,民用航空机载设备设计与制造
222,15,航空地面设备制造：民用机场设施、民用机场运行保障设备、飞行试验地面设备、飞行模拟与训练设备、航空测试与计量设备、航空地面试验设备、机载设备综合测试设备、航空制造专用设备、航空材料试制专用设备、民用航空器地面接收及应用设备、运载火箭地面测试设备、运载火箭力学及环境实验设备,,航空地面设备制造：民用机场设施、民用机场运行保障设备、飞行试验地面设备、飞行模拟与训练设备、航空测试与计量设备、航空地面试验设备、机载设备综合测试设备、航空制造专用设备、航空材料试制专用设备、民用航空器地面接收及应用设备、运载火箭地面测试设备、运载火箭力学及环境实验设备
223,16,航天器光机电产品、航天器温控产品、星上产品检测设备、航天器结构与机构产品制造,,航天器光机电产品、航天器温控产品、星上产品检测设备、航天器结构与机构产品制造
224,17,轻型燃气轮机制造,,轻型燃气轮机制造
225,18,豪华邮轮及深水（3000米以上）海洋工程装备的设计（限于合资、合作）,限于合资、合作,豪华邮轮及深水（3000米以上）海洋工程装备的设计
226,19,海洋工程装备（含模块）的制造与修理（中方控股）,中方控股,海洋工程装备（含模块）的制造与修理
227,20,船舶低、中速柴油机及其零部件的设计（限于合资、合作）,限于合资、合作,船舶低、中速柴油机及其零部件的设计
228,21,船舶低、中速柴油机及曲轴的制造（中方控股）,中方控股,船舶低、中速柴油机及曲轴的制造
229,22,船舶舱室机械的设计与制造（中方相对控股）,中方相对控股,船舶舱室机械的设计与制造
230,23,船舶通讯导航设备的设计与制造：船舶通信系统设备、船舶电子导航设备、船用雷达、电罗经自动舵、船舶内部公共广播系统等,,船舶通讯导航设备的设计与制造：船舶通信系统设备、船舶电子导航设备、船用雷达、电罗经自动舵、船舶内部公共广播系统等
231,24,游艇的设计与制造（限于合资、合作）,限于合资、合作,游艇的设计与制造
232,（二十）,电气机械及器材制造业,,电气机械及器材制造业
233,1,100万千瓦超超临界火电机组用关键辅机设备制造（限于合资、合作）：安全阀、调节阀,限于合资、合作,100万千瓦超超临界火电机组用关键辅机设备制造：安全阀、调节阀
234,2,燃煤电站、钢铁行业烧结机脱硝技术装备制造,,燃煤电站、钢铁行业烧结机脱硝技术装备制造
235,3,火电设备的密封件设计、制造,,火电设备的密封件设计、制造
236,4,燃煤电站、水电站设备用大型铸锻件制造,,燃煤电站、水电站设备用大型铸锻件制造
237,5,水电机组用关键辅机设备制造,,水电机组用关键辅机设备制造
238,6,输变电设备制造（限于合资、合作）：非晶态合金变压器、500千伏及以上高压开关用操作机构、灭弧装置、大型盆式绝缘子（1000千伏、50千安以上），500千伏及以上变压器用出线装置、套管（交流500、750、1000千伏，直流所有规格）、调压开关（交流500、750、1000千伏有载、无载调压开关），直流输电用干式平波电抗器，±800千伏直流输电用换流阀（水冷设备、直流场设备），符合欧盟RoHS指令的电器触头材料及无Pb、Cd的焊料,限于合资、合作,输变电设备制造：非晶态合金变压器、500千伏及以上高压开关用操作机构、灭弧装置、大型盆式绝缘子（1000千伏、50千安以上），500千伏及以上变压器用出线装置、套管（交流500、750、1000千伏，直流所有规格）、调压开关（交流500、750、1000千伏有载、无载调压开关），直流输电用干式平波电抗器，±800千伏直流输电用换流阀（水冷设备、直流场设备），符合欧盟RoHS指令的电器触头材料及无Pb、Cd的焊料
239,7,新能源发电成套设备或关键设备制造：光伏发电、地热发电、潮汐发电、波浪发电、垃圾发电、沼气发电、2.5兆瓦及以上风力发电设备,,新能源发电成套设备或关键设备制造：光伏发电、地热发电、潮汐发电、波浪发电、垃圾发电、沼气发电、2.5兆瓦及以上风力发电设备
240,8,额定功率350MW及以上大型抽水蓄能机组制造（限于合资、合作）：水泵水轮机及调速器、大型变速可逆式水泵水轮机组、发电电动机及励磁、启动装置等附属设备,限于合资、合作,额定功率350MW及以上大型抽水蓄能机组制造：水泵水轮机及调速器、大型变速可逆式水泵水轮机组、发电电动机及励磁、启动装置等附属设备
241,9,斯特林发电机组制造,,斯特林发电机组制造
242,10,直线和平面电机及其驱动系统开发与制造,,直线和平面电机及其驱动系统开发与制造
243,11,高技术绿色电池制造：动力镍氢电池、锌镍蓄电池、锌银蓄电池、锂离子电池、太阳能电池、燃料电池等（新能源汽车能量型动力电池除外）,,高技术绿色电池制造：动力镍氢电池、锌镍蓄电池、锌银蓄电池、锂离子电池、太阳能电池、燃料电池等（新能源汽车能量型动力电池除外）
244,12,电动机采用直流调速技术的制冷空调用压缩机、采用CO2自然工质制冷空调压缩机、应用可再生能源（空气源、水源、地源）制冷空调设备制造,,电动机采用直流调速技术的制冷空调用压缩机、采用CO2自然工质制冷空调压缩机、应用可再生能源（空气源、水源、地源）制冷空调设备制造
245,13,太阳能空调、采暖系统、太阳能干燥装置制造,,太阳能空调、采暖系统、太阳能干燥装置制造
246,14,生物质干燥热解系统、生物质气化装置制造,,生物质干燥热解系统、生物质气化装置制造
247,15,交流调频调压牵引装置制造,,交流调频调压牵引装置制造
248,（二十一）,通信设备、计算机及其他电子设备制造业,,通信设备、计算机及其他电子设备制造业
249,1,高清数字摄录机、数字放声设备制造,,高清数字摄录机、数字放声设备制造
250,2,TFT-LCD、PDP、OLED等平板显示屏、显示屏材料制造（6代及6代以下TFT-LCD玻璃基板除外）,,TFT-LCD、PDP、OLED等平板显示屏、显示屏材料制造（6代及6代以下TFT-LCD玻璃基板除外）
251,3,大屏幕彩色投影显示器用光学引擎、光源、投影屏、高清晰度投影管和微显投影设备模块等关键件制造,,大屏幕彩色投影显示器用光学引擎、光源、投影屏、高清晰度投影管和微显投影设备模块等关键件制造
252,4,数字音、视频编解码设备，数字广播电视演播室设备，数字有线电视系统设备，数字音频广播发射设备，数字电视上下变换器，数字电视地面广播单频网（SFN）设备，卫星数字电视上行站设备，卫星公共接收电视（SMATV）前端设备制造,,数字音、视频编解码设备，数字广播电视演播室设备，数字有线电视系统设备，数字音频广播发射设备，数字电视上下变换器，数字电视地面广播单频网（SFN）设备，卫星数字电视上行站设备，卫星公共接收电视（SMATV）前端设备制造
253,5,集成电路设计，线宽0.18微米及以下大规模数字集成电路制造，0.8微米及以下模拟、数模集成电路制造，MEMS和化合物半导体集成电路制造及BGA、PGA、CSP、MCM等先进封装与测试,,集成电路设计，线宽0.18微米及以下大规模数字集成电路制造，0.8微米及以下模拟、数模集成电路制造，MEMS和化合物半导体集成电路制造及BGA、PGA、CSP、MCM等先进封装与测试
254,6,大中型电子计算机、百万亿次高性能计算机、便携式微型计算机、每秒一万亿次及以上高档服务器、大型模拟仿真系统、大型工业控制机及控制器制造,,大中型电子计算机、百万亿次高性能计算机、便携式微型计算机、每秒一万亿次及以上高档服务器、大型模拟仿真系统、大型工业控制机及控制器制造
255,7,计算机数字信号处理系统及板卡制造,,计算机数字信号处理系统及板卡制造
256,8,图形图像识别和处理系统制造,,图形图像识别和处理系统制造
257,9,大容量光、磁盘驱动器及其部件开发与制造,,大容量光、磁盘驱动器及其部件开发与制造
258,10,高速、容量100TB及以上存储系统及智能化存储设备制造,,高速、容量100TB及以上存储系统及智能化存储设备制造
259,11,计算机辅助设计（三维CAD）、辅助测试（CAT）、辅助制造（CAM）、辅助工程（CAE）系统及其他计算机应用系统制造,,计算机辅助设计（三维CAD）、辅助测试（CAT）、辅助制造（CAM）、辅助工程（CAE）系统及其他计算机应用系统制造
260,12,软件产品开发、生产,,软件产品开发、生产
261,13,电子专用材料开发与制造（光纤预制棒开发与制造除外）,,电子专用材料开发与制造（光纤预制棒开发与制造除外）
262,14,电子专用设备、测试仪器、工模具制造,,电子专用设备、测试仪器、工模具制造
263,15,新型电子元器件制造：片式元器件、敏感元器件及传感器、频率控制与选择元件、混合集成电路、电力电子器件、光电子器件、新型机电元件、高分子固体电容器、超级电容器、无源集成元件、高密度互连积层板、多层挠性板、刚挠印刷电路板及封装载板,,新型电子元器件制造：片式元器件、敏感元器件及传感器、频率控制与选择元件、混合集成电路、电力电子器件、光电子器件、新型机电元件、高分子固体电容器、超级电容器、无源集成元件、高密度互连积层板、多层挠性板、刚挠印刷电路板及封装载板
264,16,触控系统（触控屏幕、触控组件等）制造,,触控系统（触控屏幕、触控组件等）制造
265,17,发光效率100lm/W以上高亮度发光二极管、发光效率1001m/W以上发光二极管外延片（蓝光）、发光效率1001m/W以上且功率200mW以上白色发光管制造,,发光效率100lm/W以上高亮度发光二极管、发光效率1001m/W以上发光二极管外延片（蓝光）、发光效率1001m/W以上且功率200mW以上白色发光管制造
266,18,高密度数字光盘机用关键件开发与生产,,高密度数字光盘机用关键件开发与生产
267,19,只读类光盘复制和可录类光盘生产,,只读类光盘复制和可录类光盘生产
268,20,民用卫星设计与制造（中方控股）,中方控股,民用卫星设计与制造
269,21,民用卫星有效载荷制造（中方控股）,中方控股,民用卫星有效载荷制造
270,22,民用卫星零部件制造,,民用卫星零部件制造
271,23,卫星通信系统设备制造,,卫星通信系统设备制造
272,24,卫星导航定位接收设备及关键部件制造,,卫星导航定位接收设备及关键部件制造
273,25,光通信测量仪表、速率10Gb/s及以上光收发器制造,,光通信测量仪表、速率10Gb/s及以上光收发器制造
274,26,超宽带（UWB）通信设备制造,,超宽带（UWB）通信设备制造
275,27,无线局域网（含支持WAPI）、广域网设备制造,,无线局域网（含支持WAPI）、广域网设备制造
276,28,40Gbps及以上速率时分复用设备（TDM）、密集波分复用设备（DWDM）、宽带无源网络设备（包括EPON、GPON、WDM-PON等）、下一代DSL芯片及设备、光交叉连接设备（OXC）、自动光交换网络设备（ASON）、40G/sSDH以上光纤通信传输设备制造,,40Gbps及以上速率时分复用设备（TDM）、密集波分复用设备（DWDM）、宽带无源网络设备（包括EPON、GPON、WDM-PON等）、下一代DSL芯片及设备、光交叉连接设备（OXC）、自动光交换网络设备（ASON）、40G/sSDH以上光纤通信传输设备制造
277,29,基于IPv6的下一代互联网系统设备、终端设备、检测设备、软件、芯片开发与制造,,基于IPv6的下一代互联网系统设备、终端设备、检测设备、软件、芯片开发与制造
278,30,第三代及后续移动通信系统手机、基站、核心网设备以及网络检测设备开发与制造,,第三代及后续移动通信系统手机、基站、核心网设备以及网络检测设备开发与制造
279,31,高端路由器、千兆比以上网络交换机开发与制造,,高端路由器、千兆比以上网络交换机开发与制造
280,32,空中交通管制系统设备制造（限于合资、合作）,限于合资、合作,空中交通管制系统设备制造
281,（二十二）,仪器仪表及文化、办公用机械制造业,,仪器仪表及文化、办公用机械制造业
282,1,工业过程自动控制系统与装置制造：现场总线控制系统，大型可编程控制器（PLC），两相流量计，固体流量计，新型传感器及现场测量仪表,,工业过程自动控制系统与装置制造：现场总线控制系统，大型可编程控制器（PLC），两相流量计，固体流量计，新型传感器及现场测量仪表
