,output_file,content,restriction,sub_content
245,3, 国家计划免疫的疫苗、菌苗类及抗毒素、类毒素类（卡介苗、脊髓灰质炎、白百破、麻疹、乙脑、流脑疫苗等）生产,, 国家计划免疫的疫苗、菌苗类及抗毒素、类毒素类（卡介苗、脊髓灰质炎、白百破、麻疹、乙脑、流脑疫苗等）生产
246,4, 成瘾性麻醉药品及精神药品原料药生产（中方控股）,中方控股, 成瘾性麻醉药品及精神药品原料药生产
247,5, 血液制品的生产,, 血液制品的生产
248,6, 非自毁式一次性注射器、输液器、输血器及血袋生产,, 非自毁式一次性注射器、输液器、输血器及血袋生产
249,（八 ),化学纤维制造业 ,,化学纤维制造业 
250,1, 常规切片纺的化纤抽丝生产,, 常规切片纺的化纤抽丝生产
251,2, 单线能力在2万吨/年以下粘胶短纤维生产,, 单线能力在2万吨/年以下粘胶短纤维生产
252,3, 日产400吨以下纤维及非纤维用聚酯生产，氨纶生产,, 日产400吨以下纤维及非纤维用聚酯生产，氨纶生产
253,（九 ),橡胶制品业 ,,橡胶制品业 
254,1, 斜交轮胎、旧轮胎翻新（子午线轮胎除外）及低性能工业橡胶配件生产,, 斜交轮胎、旧轮胎翻新（子午线轮胎除外）及低性能工业橡胶配件生产
255,（十 ),有色金属冶炼及压延加工业 ,,有色金属冶炼及压延加工业 
256,1, 稀土冶炼、分离（限于合资、合作）,限于合资、合作, 稀土冶炼、分离
257,（十一 ),普通机械制造业 ,,普通机械制造业 
258,1, 集装箱生产,, 集装箱生产
259,2, 中小型普通轴承制造,, 中小型普通轴承制造
260,3,50吨以下汽车起重机制造（限于合资、合作）,限于合资、合作,50吨以下汽车起重机制造
261,（十二 ),专用设备制造业 ,,专用设备制造业 
262,1, 中低档B型超声显像仪制造,, 中低档B型超声显像仪制造
263,2, 一般涤纶长丝、短纤维设备制造,, 一般涤纶长丝、短纤维设备制造
264,3,320马力以下履带式推土机、3立方米以下轮式装载机制造（限于合资、合作）,限于合资、合作,320马力以下履带式推土机、3立方米以下轮式装载机制造
265,（十三 ),电子及通信设备制造业 ,,电子及通信设备制造业 
266,1, 卫星电视接收机及关键件生产,, 卫星电视接收机及关键件生产
267,三、,制造业 ,,制造业 
268,（一 ),食品加工业 ,,食品加工业 
269,1, 我国传统工艺的绿茶及特种茶加工（名茶、黑茶等）,, 我国传统工艺的绿茶及特种茶加工（名茶、黑茶等）
270,（二 ),医药制造业 ,,医药制造业 
271,1, 列入国家保护资源的中药材加工（麝香、甘草、黄麻草等）,, 列入国家保护资源的中药材加工（麝香、甘草、黄麻草等）
272,2, 传统中药饮片炮制技术的应用及中成药秘方产品的生产,, 传统中药饮片炮制技术的应用及中成药秘方产品的生产
273,（三 ),有色金属冶炼及压延加工业 ,,有色金属冶炼及压延加工业 
274,1, 放射性矿产的冶炼、加工,, 放射性矿产的冶炼、加工
275,（四 ),武器弹药制造业 ,,武器弹药制造业 
276,（五 ),其他制造业 ,,其他制造业 
277,1, 象牙雕刻,, 象牙雕刻
278,2, 虎骨加工,, 虎骨加工
279,3, 脱胎漆器生产,, 脱胎漆器生产
280,4, 珐琅制品生产,, 珐琅制品生产
281,5, 宣纸、墨锭生产,, 宣纸、墨锭生产
282,6, 致癌、致畸、致突变产品和持久性有机污染物产品生产,, 致癌、致畸、致突变产品和持久性有机污染物产品生产
